PRODUCT CODE,DESCRIPTION,PIECE,BARCODE,PRODUCT GROUP,PRODUCT TYPE,GENDER,SIZE,PRICE,LINK,IMAGE_LINK,ORIGINAL_EN,ORIGINAL_AR,ORIGINAL_HE,orig_norm,orig_can,FRAG_FOUND,FRAG_SOURCE,FRAG_MATCH_NAME,FRAG_MATCH_SCORE,FRAG_URL,DESC_AR,DESC_HE,PYRAMID_AR,PYRAMID_HE,BEST_TIME_AR,BEST_TIME_HE,RATING_5STARS,NEEDS_REVIEW
XF V.102,100 ML NIGHT BY V.S.,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.103,https://madperfume.co.il/upload/01-2026/product/697bda687a590.png,NIGHT BY V.S,نيغت بي واي في.اس,ניגט בי וואי וי.אס,night by v s,night by v s,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
XF V.103,100 ML VICTORIA S SECRET XO VICTORIA,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.103,https://madperfume.co.il/upload/01-2026/product/697bda687a590.png,VICTORIA S SECRET XO VICTORIA,ڤيكتريا اس سكرت كسو ڤيكتريا,ויקטורי אס סאקרט קסו ויקטורי,victoria s secret xo victoria,victoria s secret xo victoria,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
XF V.105,100 ML BOMSHELL INTENSE,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.96,https://madperfume.co.il/upload/06-2025/product/68512ca0148f6.png,BOMSHELL INTENSE,بمشلل إنتنس,בומשלל אינטנס,bomshell intense,bomshell,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
XF V.106,100 ML VICTORIA SECRET ORCHID,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.97,https://madperfume.co.il/upload/01-2026/product/697d033824f4d.png,VICTORIA SECRET ORCHID,ڤيكتريا سكرت اورتشيد,ויקטורי סאקרט ארצ׳יד,victoria secret orchid,victoria secret orchid,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
XF V.109,100 ML V.S TEASA CREME CLOUD,,8.68332E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.133,https://madperfume.co.il/upload/01-2026/product/697bba06b7c9e.png,V.S TEASA CREME CLOUD,في.اس تيسا كرمي كلود,וי.אס טיס קרמ קלוד,v s teasa creme cloud,v s teasa creme cloud,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
XF V.110,100 ML BOMBSHELL SUNDRENCHED,,8.68332E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.136,https://madperfume.co.il/upload/06-2025/product/68510c9a2c492.png,BOMBSHELL SUNDRENCHED,بمبشلل سندرنتشد,בומבשלל סונדרנצ׳ד,bombshell sundrenched,bombshell sundrenched,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
XF V.112,100 ML VICTORIA SECRET BARE VANILLA,,,Perfume,Selective,WOMEN,101 ML,100,https://madperfume.co.il/?app=product.show.854,https://madperfume.co.il/upload/01-2026/product/697ba6b58d604.png,VICTORIA SECRET BARE VANILLA,ڤيكتريا سكرت باري ڤانيللا,ויקטורי סאקרט בארא ואנילל,victoria secret bare vanilla,victoria secret bare vanilla,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
XF W.113,100 ML MIDNIGHT FANTASY,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.95,https://madperfume.co.il/upload/06-2025/product/68512d8dad1c1.png,MIDNIGHT FANTASY,ميدنيغت فانتسي,מידניגט פאנטסי,midnight fantasy,midnight fantasy,1,Fragrantica (MrBob23 dataset),Midnight Fantasy Britney Spears,100,https://www.fragrantica.com/perfume/Britney-Spears/Midnight-Fantasy-802.html,"طابع sweet, fruity, cherry, vanilla. يفتتح بـ Plum وينتهي بـ Vanilla. مناسب لمن يحب رائحة واضحة وثابتة.","אופי sweet, fruity, cherry, vanilla. נפתח ב-Plum ומסתיים ב-Vanilla. מתאים למי שאוהב ניחוח מורגש ועמיד.","الافتتاحية: Plum, Sour Cherry, Raspberry | القلب: Orchid, Iris, Freesia | القاعدة: Vanilla, Musk, Amber","פתיחה: Plum, Sour Cherry, Raspberry | לב: Orchid, Iris, Freesia | בסיס: Vanilla, Musk, Amber",مناسب: شتاء/خريف • ليل,מתאים: חורף/סתיו • לילה,★★★★★,0
XF W.125,100 ML SHISEIDO ZEN,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.105,https://madperfume.co.il/upload/01-2026/product/697e3c21a941d.png,SHISEIDO ZEN,شيسيدو زن,שיסידו זאנ,shiseido zen,shiseido zen,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
XF W.132,100 ML IRRESISTIBLE ABSOLUTE,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.6,https://madperfume.co.il/upload/01-2026/product/697d008464760.png,IRRESISTIBLE ABSOLUTE,ايررسيستيبلي أبسولوت,אררסיסטיבל אבסולוט,irresistible absolute,irresistible absolute,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
XF W.144,100 ML CHLOE EAU DE PRFUM,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.84,https://madperfume.co.il/upload/06-2025/product/6852a88652de9.png,CHLOE EAU DE PRFUM,تشلو او دي برفوم,צ׳לו או דה פרפומ,chloe eau de prfum,chloe prfum,1,Fragrantica (sir-omoreno dataset),Chloe Eau de Parfum (Chloé),97.2972973,,"طابع floral, rose, fresh, fruity. يفتتح بـ Peony وينتهي بـ Virginia Cedar. مناسب لمن يحب رائحة واضحة وثابتة.","אופי floral, rose, fresh, fruity. נפתח ב-Peony ומסתיים ב-Virginia Cedar. מתאים למי שאוהב ניחוח מורגש ועמיד.","الافتتاحية: Peony, Litchi, Freesia | القلب: Rose, Lily-of-the-Valley, Magnolia | القاعدة: Virginia Cedar, Amber","פתיחה: Peony, Litchi, Freesia | לב: Rose, Lily-of-the-Valley, Magnolia | בסיס: Virginia Cedar, Amber",مناسب: ربيع/صيف • نهار,מתאים: אביב/קיץ • יום,★★★★★,0
XF W.150,100 ML VERSACE CRISTAL NOIR,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.85,https://madperfume.co.il/upload/01-2026/product/697e3c4c7e929.png,VERSACE CRISTAL NOIR,ڤرسسي كريستل نوار,וארסס קריסטל נואר,versace cristal noir,versace cristal noir,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
XF W.152,100 ML VERSACE DYLAN PURPLE,,,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.526,https://madperfume.co.il/upload/01-2026/product/697be248104ad.png,VERSACE DYLAN PURPLE,ڤرسسي ديلان بوربلي,וארסס דילנ פורפל,versace dylan purple,versace dylan purple,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
XF W.153,100 ML LADY MILLION,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.86,https://madperfume.co.il/upload/01-2026/product/697d08b9b25bb.png,LADY MILLION,لادي ميلليون,לאדי מילליונ,lady million,lady million,1,Fragrantica (sir-omoreno dataset),Lady Million (Paco Rabanne),100,,"طابع white floral, sweet, honey, citrus. يفتتح بـ Raspberry وينتهي بـ white honey. مناسب لمن يحب رائحة واضحة وثابتة.","אופי white floral, sweet, honey, citrus. נפתח ב-Raspberry ומסתיים ב-white honey. מתאים למי שאוהב ניחוח מורגש ועמיד.","الافتتاحية: Raspberry, Neroli, Amalfi Lemon | القلب: Jasmine, African Orange flower, Gardenia | القاعدة: white honey, Patchouli, Amber","פתיחה: Raspberry, Neroli, Amalfi Lemon | לב: Jasmine, African Orange flower, Gardenia | בסיס: white honey, Patchouli, Amber",مناسب: ربيع/خريف • نهار,מתאים: אביב/סתיו • יום,★★★★★,0
XF W.154,100 ML CHANEL CHANE TENDER,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.89,https://madperfume.co.il/upload/06-2025/product/685031a481d65.png,CHANEL CHANE TENDER,تشانل تشاني تندر,צ׳נל צ׳נ טאנדר,chanel chane tender,chanel chane tender,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
XF W.155,100 ML ACQUA DI GIO,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.148,https://madperfume.co.il/upload/02-2026/product/697e807f752a4.png,ACQUA DI GIO,اككو دي جيو,אקקו די ג׳יו,acqua di gio,acqua di gio,1,Fragrantica (MrBob23 dataset),Acqua di Gio Giorgio Armani,100,https://www.fragrantica.com/perfume/Giorgio-Armani/Acqua-di-Gio-410.html,"طابع citrus, aromatic, marine, fresh spicy. يفتتح بـ Lime وينتهي بـ White Musk. مناسب لمن يحب رائحة واضحة وثابتة.","אופי citrus, aromatic, marine, fresh spicy. נפתח ב-Lime ומסתיים ב-White Musk. מתאים למי שאוהב ניחוח מורגש ועמיד.","الافتتاحية: Lime, Lemon, Bergamot, Jasmine, Orange, Mandarin Orange, Neroli | القلب: Jasmine, Calone, Rosemary, Peach, Freesia, Hiacynth, Cyclamen, Violet | القاعدة: White Musk, Cedar, Oakmoss, Patchouli, Amber","פתיחה: Lime, Lemon, Bergamot, Jasmine, Orange, Mandarin Orange, Neroli | לב: Jasmine, Calone, Rosemary, Peach, Freesia, Hiacynth, Cyclamen, Violet | בסיס: White Musk, Cedar, Oakmoss, Patchouli, Amber",مناسب: صيف/ربيع • نهار,מתאים: קיץ/אביב • יום,★★★★★,0
XF W.160,100 ML 212 VIP,,,Perfume,Selective,WOMEN,101 ML,100,https://madperfume.co.il/?app=product.show.80,https://madperfume.co.il/upload/06-2025/product/6852acb6c8eb9.png,212 VIP,212 في اي بي,212 וי איי פי,212 vip,212 vip,1,Fragrantica (sir-omoreno dataset),212 VIP (Carolina Herrera),100,,"طابع vanilla, rum, sweet, tropical. يفتتح بـ Rum وينتهي بـ Vanille. مناسب لمن يحب رائحة واضحة وثابتة.","אופי vanilla, rum, sweet, tropical. נפתח ב-Rum ומסתיים ב-Vanille. מתאים למי שאוהב ניחוח מורגש ועמיד.","الافتتاحية: Rum, Passionfruit | القلب: Gardenia, Musk | القاعدة: Vanille, Tonka Bean","פתיחה: Rum, Passionfruit | לב: Gardenia, Musk | בסיס: Vanille, Tonka Bean",مناسب: ربيع/خريف • نهار,מתאים: אביב/סתיו • יום,★★★★★,0
XF W.162,100 ML CHLOE LOVE,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.81,https://madperfume.co.il/upload/06-2025/product/6852ab1d83582.png,CHLOE LOVE,تشلو لوڤي,צ׳לו לווא,chloe love,chloe love,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
XF W.164,100 ML C. K. BEAUTY,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.82,https://madperfume.co.il/upload/01-2026/product/697d061033bde.png,C. K. BEAUTY,سي. كي. بيوتي,סי. קיי. ביוטי,c k beauty,c k beauty,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
XF W.165,100 ML GUCCI GUILTY,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.161,https://madperfume.co.il/upload/01-2026/product/697e7b4520f52.png,GUCCI GUILTY,جوكسي جويلتي,גוקסי גוילטי,gucci guilty,gucci guilty,1,Fragrantica (sir-omoreno dataset),Gucci Guilty (Gucci),100,,"طابع floral, soft spicy, fruity, sweet. يفتتح بـ Pink Pepper وينتهي بـ Patchouli. مناسب لمن يحب رائحة واضحة وثابتة.","אופי floral, soft spicy, fruity, sweet. נפתח ב-Pink Pepper ומסתיים ב-Patchouli. מתאים למי שאוהב ניחוח מורגש ועמיד.","الافتتاحية: Pink Pepper, Mandarin Orange, Bergamot | القلب: Lilac, Peach, Geranium, Jasmine, Black Currant | القاعدة: Patchouli, Amber, White Musk, Vanilla","פתיחה: Pink Pepper, Mandarin Orange, Bergamot | לב: Lilac, Peach, Geranium, Jasmine, Black Currant | בסיס: Patchouli, Amber, White Musk, Vanilla",مناسب: ربيع/خريف • نهار,מתאים: אביב/סתיו • יום,★★★★★,0
XF W.174,100 ML HERMES ELIXIR,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.780,https://madperfume.co.il/upload/01-2026/product/697e54b722a76.png,HERMES ELIXIR,هرمس إليكسر,הארמס אליקסיר,hermes elixir,hermes elixir,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
XF W.175,100 ML BVRBERRY BODY,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.142,https://madperfume.co.il/upload/06-2025/product/685080ac23365.png,BVRBERRY BODY,بڤربرري بودي,בורבררי בודי,bvrberry body,bvrberry body,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
XF W.183,100 ML VICTORIA SECRET NOIR TEASE,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.1,https://madperfume.co.il/upload/01-2026/product/697bd9619ed27.png,VICTORIA SECRET NOIR TEASE,ڤيكتريا سكرت نوار تيسي,ויקטורי סאקרט נואר טיס,victoria secret noir tease,victoria secret noir tease,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
XF W.184,100 ML HERMES L'AMBR DES MERVEILES,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.157,https://madperfume.co.il/upload/06-2025/product/6850775179514.png,HERMES L'AMBR DES MERVEILES,هرمس لامبر دي مرڤيلس,הארמס למבר דה מארוילס,hermes l ambr des merveiles,hermes l ambr des merveiles,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
XF W.185,100 ML ROBERTO CAVALLI,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.158,https://madperfume.co.il/upload/06-2025/product/685076837d8ab.png,ROBERTO CAVALLI,ربرتو كاڤللي,רוברטו קאוללי,roberto cavalli,roberto cavalli,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
XF W.201,100 ML LA VIE EST BELLE,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.154,https://madperfume.co.il/upload/01-2026/product/697be0d7622dc.png,LA VIE EST BELLE,لا ڤي ايست بللي,לא וי אסט באלל,la vie est belle,la vie est belle,1,Fragrantica (sir-omoreno dataset),La Vie est Belle L'Éclat (Lancome),82.05128205,,"طابع white floral, citrus, vanilla, powdery. يفتتح بـ Bergamot وينتهي بـ Vanilla. مناسب لمن يحب رائحة واضحة وثابتة.","אופי white floral, citrus, vanilla, powdery. נפתח ב-Bergamot ומסתיים ב-Vanilla. מתאים למי שאוהב ניחוח מורגש ועמיד.","الافتتاحية: Bergamot, Mandarin Orange, Freesia | القلب: Orange Blossom, White Flowers, iris, Jasmine Sambac | القاعدة: Vanilla, Sandalwood, Patchouli","פתיחה: Bergamot, Mandarin Orange, Freesia | לב: Orange Blossom, White Flowers, iris, Jasmine Sambac | בסיס: Vanilla, Sandalwood, Patchouli",مناسب: ربيع/خريف • نهار,מתאים: אביב/סתיו • יום,★★★★★,1
XF W.203,100 ML ARMANI SI,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.155,https://madperfume.co.il/upload/07-2025/product/6866c19209012.png,ARMANI SI,ارماني سي,ארמני סי,armani si,armani si,1,Fragrantica (sir-omoreno dataset),Armani Mania (Giorgio Armani),76.19047619,,"طابع citrus, woody, powdery, floral. يفتتح بـ Pink Pepper وينتهي بـ Vanilla. مناسب لمن يحب رائحة واضحة وثابتة.","אופי citrus, woody, powdery, floral. נפתח ב-Pink Pepper ומסתיים ב-Vanilla. מתאים למי שאוהב ניחוח מורגש ועמיד.","الافتتاحية: Pink Pepper, Bay Leaf, Orange, Green Mandarin, Black Currant | القلب: Magnolia, Peony, iris, Lily-of-the-Valley | القاعدة: Vanilla, White Sandalwood, Amber, Musk, Virginia Cedar","פתיחה: Pink Pepper, Bay Leaf, Orange, Green Mandarin, Black Currant | לב: Magnolia, Peony, iris, Lily-of-the-Valley | בסיס: Vanilla, White Sandalwood, Amber, Musk, Virginia Cedar",مناسب: ربيع/خريف • نهار,מתאים: אביב/סתיו • יום,★★★★★,1
XF W.204,100 ML MAD FORBIDDEN ROSE,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.144,https://madperfume.co.il/upload/06-2025/product/68507ebb7cddb.png,MAD FORBIDDEN ROSE,ماد فربيددن روز,מאד פורבידדנ רוז,mad forbidden rose,mad forbidden rose,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
XF W.208,100 ML MANIFESTO YSL,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.150,https://madperfume.co.il/upload/06-2025/product/6852be92073a2.png,MANIFESTO YSL,مانيفستو واي اس ال,מאניפסטו וואי אס אל,manifesto ysl,manifesto ysl,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
XF W.209,100 ML MY BVRBERRY,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.151,https://madperfume.co.il/upload/06-2025/product/68507a2c8a0dc.png,MY BVRBERRY,ام واي بڤربرري,אם וואי בורבררי,my bvrberry,my bvrberry,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
XF W.212,100 ML M.K. SEXY AMBER,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.781,https://madperfume.co.il/upload/02-2026/product/697e7b7edb09b.png,M.K. SEXY AMBER,ام كي سكسي امبر,אם קיי סאקסי אמבר,m k sexy amber,m k sexy amber,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
XF W.213,100 ML BLACK OPIUM,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.745,https://madperfume.co.il/upload/01-2026/product/697bad7b10c3d.png,BLACK OPIUM,بلاك اوبيوم,בלקק אפיומ,black opium,black opium,1,Fragrantica (MrBob23 dataset),Black Opium Yves Saint Laurent,100,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Black-Opium-25324.html,"طابع vanilla, coffee, sweet, white floral. يفتتح بـ Pear وينتهي بـ Vanilla. مناسب لمن يحب رائحة واضحة وثابتة.","אופי vanilla, coffee, sweet, white floral. נפתח ב-Pear ומסתיים ב-Vanilla. מתאים למי שאוהב ניחוח מורגש ועמיד.","الافتتاحية: Pear, Pink Pepper, Orange Blossom | القلب: Coffee, Jasmine, Bitter Almond, Licorice | القاعدة: Vanilla, Patchouli, Cashmere Wood, Cedar","פתיחה: Pear, Pink Pepper, Orange Blossom | לב: Coffee, Jasmine, Bitter Almond, Licorice | בסיס: Vanilla, Patchouli, Cashmere Wood, Cedar",مناسب: شتاء/خريف • ليل,מתאים: חורף/סתיו • לילה,★★★★★,0
